date,latitude,longitude
3,24,2,49.212119,38.905921
3,24,2,48.055395,37.7783
3,24,2,47.775609,37.239673
3,24,2,50.30831,34.880702
3,24,2,47.117099,37.684831
3,24,2,46.227914,34.642854
3,24,2,48.748938,30.218889
3,24,2,49.850781,36.659762
3,24,2,48.051489,37.778075
3,24,2,47.379841,37.756229
3,24,2,47.120906,37.68099
3,24,2,50.470772,30.528098
4,25,2,49.263598,38.905748
4,25,2,50.072133,36.142258
4,25,2,50.554737,30.275209
4,25,2,50.554625,30.274866
4,25,2,50.022621,36.330786
4,25,2,48.325376,38.13745
4,25,2,48.335133,38.083468
4,25,2,46.757458,33.370035
4,25,2,49.271145,38.908924
4,25,2,47.640511,37.549282
4,25,2,50.101871,36.280335
4,25,2,50.043851,36.355906
4,25,2,50.55537,30.274362
4,25,2,50.514609,30.228733
4,25,2,50.048422,36.189287
4,25,2,47.595307,37.498954
4,25,2,46.840001,35.371448
4,25,2,50.309797,34.869819
4,25,2,50.484695,30.47253
4,25,2,46.63902,32.610597
4,25,2,46.60959,32.845976
4,25,2,50.003909,36.257006
4,25,2,50.016683,36.278286
4,25,2,50.047178,36.354722
4,25,2,50.546331,30.205834
4,25,2,50.405361,30.645226
4,25,2,49.990865,36.267825
4,25,2,50.447941,30.4762
4,25,2,49.987287,36.261269
4,25,2,49.271134,38.90893
4,25,2,50.518721,30.49074
5,26,2,47.977124,37.697989
5,26,2,47.97764,37.698898
5,26,2,50.184706,36.119724
5,26,2,50.541125,30.174271
5,26,2,50.019942,36.347642
5,26,2,48.915311,38.429935
5,26,2,50.026301,36.364475
5,26,2,50.451214,30.481072
5,26,2,49.591001,36.992622
5,26,2,47.181494,37.697962
5,26,2,46.742563,32.717079
5,26,2,51.524621,31.325789
5,26,2,47.180494,37.697469
5,26,2,50.659118,29.966315
5,26,2,50.42243,30.46507
6,27,2,50.005388,36.353347
6,27,2,49.998934,36.34908
6,27,2,50.040035,36.361671
6,27,2,50.025299,36.343886
6,27,2,48.04446,37.777254
6,27,2,48.295011,37.98946
6,27,2,50.458451,30.592097
6,27,2,50.02633,36.36466
6,27,2,50.188952,30.312061
6,27,2,50.189362,30.310863
6,27,2,51.314197,26.096736
6,27,2,51.49056,31.29445
6,27,2,47.612583,37.487385
6,27,2,46.96369,32.027105
6,27,2,50.306553,34.880167
6,27,2,50.481559,34.968444
6,27,2,51.491142,31.296833
6,27,2,48.943364,38.501031
6,27,2,47.251705,34.332519
6,27,2,50.01061,36.28602
0,28,2,50.015972,36.212624
0,28,2,50.005054,36.33219
0,28,2,50.012303,36.336947
0,28,2,50.020434,36.217065
0,28,2,50.002792,36.329056
0,28,2,48.038742,37.795287
0,28,2,51.525393,31.329903
0,28,2,50.930109,29.90638
0,28,2,47.111046,37.51277
0,28,2,50.026988,36.207614
0,28,2,50.463753,29.796082
0,28,2,50.032499,36.238644
0,28,2,50.003737,36.330662
0,28,2,50.430742,30.037756
0,28,2,50.020447,36.372493
0,28,2,50.034463,36.237773
0,28,2,50.032164,36.236881
0,28,2,47.598666,37.497405
0,28,2,48.726483,38.633116
0,28,2,48.957558,38.503902
0,28,2,51.468491,31.207548
0,28,2,50.018221,36.212183
0,28,2,49.178917,37.286916
0,28,2,50.032896,36.236884
0,28,2,50.003703,36.332387
0,28,2,49.927881,36.433478
0,28,2,49.625565,36.640372
0,28,2,50.029463,36.358048
1,1,3,50.639824,29.919957
1,1,3,50.430977,30.030712
1,1,3,48.04543,37.79046
1,1,3,47.9471,37.603314
1,1,3,47.993681,37.680873
1,1,3,50.642112,29.929484
1,1,3,47.110111,37.553005
1,1,3,46.659062,32.571971
1,1,3,46.651062,32.594962
1,1,3,50.640346,29.91801
1,1,3,49.949881,36.15618
1,1,3,46.671519,32.609787
1,1,3,46.584742,30.554071
1,1,3,50.471756,30.453856
1,1,3,50.026162,36.258627
1,1,3,50.516485,30.598123
1,1,3,46.678457,32.613866
1,1,3,50.004,36.23609
2,2,3,50.004828,36.237768
2,2,3,49.980623,36.176954
2,2,3,50.008117,36.238195
2,2,3,47.478226,34.643609
2,2,3,48.940137,38.5008
2,2,3,48.921448,38.403619
2,2,3,50.021107,36.328038
2,2,3,48.95328,38.358926
2,2,3,50.63997,29.918455
2,2,3,49.990002,36.232542
2,2,3,49.999158,36.235843
2,2,3,50.541962,30.26439
2,2,3,49.931075,36.416403
2,2,3,49.935583,36.410195
2,2,3,49.937978,36.40366
3,3,3,49.825334,36.137705
3,3,3,46.639544,32.628029
3,3,3,50.025977,36.341683
3,3,3,50.026061,36.240783
3,3,3,50.031615,36.253763
3,3,3,50.017078,36.355044
3,3,3,51.500193,31.247106
3,3,3,50.030791,36.284359
3,3,3,50.367866,30.394387
3,3,3,49.990053,36.232864
3,3,3,50.64332,29.933402
3,3,3,51.500056,31.27828
3,3,3,47.098071,37.502249
3,3,3,48.86243,38.478374
3,3,3,49.190259,37.277892
4,4,3,49.343483,37.528117
4,4,3,50.434677,30.088311
4,4,3,50.044088,36.3258
4,4,3,50.028559,36.344889
4,4,3,50.035302,36.369319
4,4,3,50.522583,30.226549
4,4,3,50.52649,30.228199
4,4,3,50.440221,30.295086
4,4,3,49.343449,37.528146
4,4,3,50.022035,36.350872
4,4,3,47.506757,34.58523
4,4,3,47.105284,37.63597
4,4,3,50.57457,30.263522
4,4,3,50.02848,36.34526
4,4,3,48.94229,38.495832
4,4,3,48.941053,38.494238
4,4,3,50.004164,36.23756
4,4,3,50.023956,36.360905
4,4,3,50.27242,30.372484
4,4,3,46.063738,30.449494
4,4,3,50.2515,28.664056
5,5,3,50.498014,31.259219
5,5,3,50.041392,36.357527
5,5,3,50.497374,30.242286
5,5,3,50.03448,36.369282
5,5,3,50.042143,36.359936
5,5,3,48.856602,38.483106
5,5,3,50.008776,36.278397
5,5,3,49.536386,39.10567
5,5,3,50.024673,36.339848
5,5,3,49.805255,30.097353
5,5,3,50.95849,28.612302
6,6,3,48.048675,37.777572
6,6,3,48.054903,37.77782
6,6,3,47.921506,37.571331
6,6,3,48.057889,37.779528
6,6,3,50.023189,36.322433
6,6,3,49.983077,36.197984
6,6,3,50.421848,30.045485
6,6,3,47.662119,36.251608
6,6,3,50.060955,36.202167
6,6,3,49.243102,28.604546
6,6,3,50.490049,30.26019
6,6,3,50.041402,36.358092
6,6,3,50.655429,31.073098
6,6,3,50.090056,36.256585
6,6,3,50.034117,36.36668
6,6,3,48.72645,37.60624
6,6,3,51.330531,28.800654
0,7,3,46.938416,32.040052
0,7,3,49.196915,37.275741
0,7,3,50.439997,30.146861
0,7,3,50.04477,36.279264
0,7,3,49.98062,36.360366
0,7,3,46.842734,32.005031
0,7,3,50.040964,36.226526
0,7,3,49.189238,37.273744
0,7,3,50.897808,34.767515
0,7,3,46.942718,32.035594
0,7,3,49.988607,36.245023
0,7,3,48.514506,39.299563
0,7,3,49.988014,36.245145
0,7,3,50.766983,29.242108
0,7,3,46.672988,32.643975
0,7,3,50.059072,36.199504
0,7,3,50.703955,31.150637
0,7,3,50.035792,36.230087
0,7,3,50.03399,36.366896
1,8,3,48.872316,38.438547
1,8,3,49.588154,36.566303
1,8,3,47.10436,37.5607
1,8,3,50.304303,34.89354
1,8,3,50.028721,36.367396
1,8,3,47.007559,31.999237
