date,latitude,longitude
05/01/2022,48.965373,37.822162
05/02/2022,48.889298,38.471095
05/02/2022,46.410946,30.698673
05/02/2022,47.979375,36.196727
05/03/2022,47.652987,36.167672
05/03/2022,46.410291,30.699969
05/03/2022,46.842983,35.373359
05/04/2022,48.162245,37.709787
05/04/2022,50.098654,36.774683
05/04/2022,48.488945,35.028835
05/05/2022,50.068649,36.199664
05/07/2022,48.927561,38.246117
05/08/2022,46.379637,30.749211
05/09/2022,48.992252,37.442841
05/09/2022,46.564623,30.835298
05/10/2022,47.950315,37.69169
05/10/2022,48.941604,37.45648
05/10/2022,46.563279,30.829922
05/11/2022,50.534443,36.16399
05/11/2022,50.045396,36.353273
05/12/2022,48.942163,37.456054
05/12/2022,50.437964,30.114383
05/12/2022,48.962936,37.824203
05/13/2022,49.935712,36.490536
05/13/2022,50.112786,36.106983
05/13/2022,49.929828,36.483193
05/13/2022,50.077115,36.811631
05/13/2022,47.119206,37.685371
05/13/2022,49.343161,37.548183
05/14/2022,47.940334,37.599623
05/14/2022,49.101736,37.715697
05/14/2022,52.016258,33.253095
05/14/2022,48.962692,37.823458
05/14/2022,48.486907,38.285118
05/15/2022,47.089152,37.587405
05/15/2022,48.95915,38.489939
05/15/2022,48.99047,38.398543
05/16/2022,46.96397,32.028035
05/16/2022,50.112834,36.106887
05/16/2022,46.102181,30.495412
05/17/2022,48.702433,38.064947
05/17/2022,48.964828,37.812322
05/17/2022,49.829864,36.044203
05/17/2022,50.038667,36.350386
05/17/2022,50.306934,34.884314
05/18/2022,48.979864,37.8158
05/18/2022,48.149649,37.741479
05/19/2022,48.696694,38.068783
05/20/2022,48.695625,38.046317
05/20/2022,48.586017,37.995574
05/20/2022,48.879195,36.298242
05/20/2022,50.042651,36.360289
05/20/2022,48.134393,37.745362
05/21/2022,48.924922,38.437364
05/21/2022,50.098435,36.266734
05/21/2022,50.043956,36.353952
05/22/2022,48.634966,38.389018
05/23/2022,48.452242,38.218568
05/24/2022,49.016564,37.798727
05/24/2022,47.104413,37.640769
05/26/2022,50.035149,36.222323
05/26/2022,49.956689,35.914419
05/26/2022,50.106994,36.1255
05/26/2022,47.594163,35.357372
05/28/2022,48.911716,38.419159
05/29/2022,49.803092,36.086153
05/30/2022,48.956346,38.504651
05/30/2022,47.289651,32.594363
05/30/2022,49.029711,37.57008
05/31/2022,48.858253,37.599042
05/31/2022,48.94747,38.45867
06/01/2022,46.856575,32.023376
06/01/2022,48.948977,38.521713
06/01/2022,46.856532,32.023373
06/01/2022,48.245972,37.622708
06/02/2022,47.780195,37.244533
06/02/2022,49.04214,37.556946
06/02/2022,48.946958,38.532039
06/02/2022,50.02207,36.328926
06/03/2022,48.696669,38.068692
06/03/2022,48.709572,38.148842
06/03/2022,48.948874,38.526352
06/04/2022,48.979267,37.815581
06/05/2022,48.917627,38.428062
06/05/2022,50.448421,30.680621
06/05/2022,48.979401,37.815999
06/06/2022,48.945828,38.526935
06/06/2022,48.961289,37.818179
06/06/2022,46.969853,32.037621
06/06/2022,48.912846,38.420515
06/06/2022,50.448688,30.680924
06/07/2022,50.043934,36.205869
06/07/2022,49.030307,37.569825
06/08/2022,46.849932,31.98257
06/08/2022,49.94459,36.39985
06/08/2022,49.944202,36.399548
06/08/2022,48.00845,37.79873
06/08/2022,47.03058,32.55242
06/09/2022,49.963685,36.136649
06/09/2022,49.963768,36.136726
06/10/2022,49.020647,37.312719
06/10/2022,47.108934,37.634461
06/11/2022,48.028739,37.78189
06/12/2022,49.014747,25.775217
06/12/2022,47.781939,37.243882
06/16/2022,48.9647,37.8226
06/17/2022,48.979662,37.816301
06/18/2022,49.190594,37.272472
06/20/2022,50.07188,36.142815
06/20/2022,47.981986,37.783722
06/20/2022,48.791746,38.535003
06/20/2022,47.777976,37.248607
06/21/2022,50.037644,36.347008
06/21/2022,49.838434,36.687871
06/21/2022,48.132651,37.743837
06/21/2022,49.988859,36.232349
06/22/2022,50.267123,35.982212
06/22/2022,46.967589,32.084459
06/22/2022,47.835618,39.850842
06/22/2022,46.954176,32.073685
06/23/2022,46.967904,32.084394
06/23/2022,51.070352,34.906106
